ano,mes,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,saldo_mensal
2025,3,RS,Rio Grande do Sul,4311759,Manoel Viana,4
2025,3,RS,Rio Grande do Sul,4311775,Maquiné,3
2025,3,RS,Rio Grande do Sul,4311791,Maratá,17
2025,3,RS,Rio Grande do Sul,4311809,Marau,53
2025,3,RS,Rio Grande do Sul,4311908,Marcelino Ramos,3
2025,3,RS,Rio Grande do Sul,4311981,Mariana Pimentel,3
2025,3,RS,Rio Grande do Sul,4312005,Mariano Moro,-1
2025,3,RS,Rio Grande do Sul,4312054,Marques de Souza,4
2025,3,RS,Rio Grande do Sul,4312104,Mata,-2
2025,3,RS,Rio Grande do Sul,4312138,Mato Castelhano,6
2025,3,RS,Rio Grande do Sul,4312153,Mato Leitão,15
2025,3,RS,Rio Grande do Sul,4312179,Mato Queimado,1
2025,3,RS,Rio Grande do Sul,4312203,Maximiliano de Almeida,6
2025,3,RS,Rio Grande do Sul,4311718,Maçambará,12
2025,3,RS,Rio Grande do Sul,4312252,Minas do Leão,37
2025,3,RS,Rio Grande do Sul,4312302,Miraguaí,98
2025,3,RS,Rio Grande do Sul,4312351,Montauri,1
2025,3,RS,Rio Grande do Sul,4312377,Monte Alegre dos Campos,-53
2025,3,RS,Rio Grande do Sul,4312385,Monte Belo do Sul,-22
2025,3,RS,Rio Grande do Sul,4312401,Montenegro,113
2025,3,RS,Rio Grande do Sul,4312427,Mormaço,-2
2025,3,RS,Rio Grande do Sul,4312443,Morrinhos do Sul,13
2025,3,RS,Rio Grande do Sul,4312450,Morro Redondo,2
2025,3,RS,Rio Grande do Sul,4312476,Morro Reuter,25
2025,3,RS,Rio Grande do Sul,4312500,Mostardas,-8
2025,3,RS,Rio Grande do Sul,4312617,Muitos Capões,-247
2025,3,RS,Rio Grande do Sul,4312625,Muliterno,1
2025,3,RS,Rio Grande do Sul,4312609,Muçum,29
2025,3,RS,Rio Grande do Sul,4312674,Nicolau Vergueiro,13
2025,3,RS,Rio Grande do Sul,4312708,Nonoai,9
2025,3,RS,Rio Grande do Sul,4312757,Nova Alvorada,-10
2025,3,RS,Rio Grande do Sul,4312807,Nova Araçá,25
2025,3,RS,Rio Grande do Sul,4312906,Nova Bassano,-25
2025,3,RS,Rio Grande do Sul,4312955,Nova Boa Vista,4
2025,3,RS,Rio Grande do Sul,4313003,Nova Bréscia,5
2025,3,RS,Rio Grande do Sul,4313011,Nova Candelária,5
2025,3,RS,Rio Grande do Sul,4313037,Nova Esperança do Sul,-5
2025,3,RS,Rio Grande do Sul,4313060,Nova Hartz,-13
2025,3,RS,Rio Grande do Sul,4313102,Nova Palma,21
2025,3,RS,Rio Grande do Sul,4313201,Nova Petrópolis,-15
2025,3,RS,Rio Grande do Sul,4313300,Nova Prata,-39
2025,3,RS,Rio Grande do Sul,4313086,Nova Pádua,-22
2025,3,RS,Rio Grande do Sul,4313334,Nova Ramada,0
2025,3,RS,Rio Grande do Sul,4313359,Nova Roma do Sul,0
2025,3,RS,Rio Grande do Sul,4313375,Nova Santa Rita,45
2025,3,RS,Rio Grande do Sul,4313490,Novo Barreiro,10
2025,3,RS,Rio Grande do Sul,4313391,Novo Cabrais,9
2025,3,RS,Rio Grande do Sul,4313409,Novo Hamburgo,445
2025,3,RS,Rio Grande do Sul,4313425,Novo Machado,-1
2025,3,RS,Rio Grande do Sul,4313441,Novo Tiradentes,2
2025,3,RS,Rio Grande do Sul,4313466,Novo Xingu,1
2025,3,RS,Rio Grande do Sul,4312658,Não-Me-Toque,178
2025,3,RS,Rio Grande do Sul,4313508,Osório,-84
2025,3,RS,Rio Grande do Sul,4313607,Paim Filho,1
2025,3,RS,Rio Grande do Sul,4313656,Palmares do Sul,1
2025,3,RS,Rio Grande do Sul,4313706,Palmeira das Missões,16
2025,3,RS,Rio Grande do Sul,4313805,Palmitinho,21
2025,3,RS,Rio Grande do Sul,4313904,Panambi,165
2025,3,RS,Rio Grande do Sul,4313953,Pantano Grande,30
2025,3,RS,Rio Grande do Sul,4314001,Paraí,-5
2025,3,RS,Rio Grande do Sul,4314027,Paraíso do Sul,-2
2025,3,RS,Rio Grande do Sul,4314035,Pareci Novo,-3
2025,3,RS,Rio Grande do Sul,4314050,Parobé,212
2025,3,RS,Rio Grande do Sul,4314068,Passa Sete,9
2025,3,RS,Rio Grande do Sul,4314100,Passo Fundo,609
2025,3,RS,Rio Grande do Sul,4314076,Passo do Sobrado,28
2025,3,RS,Rio Grande do Sul,4314134,Paulo Bento,-4
2025,3,RS,Rio Grande do Sul,4314159,Paverama,-16
2025,3,RS,Rio Grande do Sul,4314175,Pedras Altas,-2
2025,3,RS,Rio Grande do Sul,4314209,Pedro Osório,21
2025,3,RS,Rio Grande do Sul,4314308,Pejuçara,1
2025,3,RS,Rio Grande do Sul,4314407,Pelotas,208
2025,3,RS,Rio Grande do Sul,4314423,Picada Café,9
2025,3,RS,Rio Grande do Sul,4314456,Pinhal,0
2025,3,RS,Rio Grande do Sul,4314472,Pinhal Grande,4
2025,3,RS,Rio Grande do Sul,4314464,Pinhal da Serra,2
2025,3,RS,Rio Grande do Sul,4314498,Pinheirinho do Vale,47
2025,3,RS,Rio Grande do Sul,4314506,Pinheiro Machado,11
2025,3,RS,Rio Grande do Sul,4314548,Pinto Bandeira,-87
2025,3,RS,Rio Grande do Sul,4314555,Pirapó,-3
2025,3,RS,Rio Grande do Sul,4314605,Piratini,18
2025,3,RS,Rio Grande do Sul,4314704,Planalto,2
2025,3,RS,Rio Grande do Sul,4314787,Ponte Preta,-2
2025,3,RS,Rio Grande do Sul,4314779,Pontão,13
2025,3,RS,Rio Grande do Sul,4314902,Porto Alegre,2650
2025,3,RS,Rio Grande do Sul,4315008,Porto Lucena,4
2025,3,RS,Rio Grande do Sul,4315057,Porto Mauá,-3
2025,3,RS,Rio Grande do Sul,4315073,Porto Vera Cruz,-7
2025,3,RS,Rio Grande do Sul,4315107,Porto Xavier,35
2025,3,RS,Rio Grande do Sul,4314803,Portão,18
2025,3,RS,Rio Grande do Sul,4315131,Pouso Novo,2
2025,3,RS,Rio Grande do Sul,4314753,Poço das Antas,6
2025,3,RS,Rio Grande do Sul,4315149,Presidente Lucena,58
2025,3,RS,Rio Grande do Sul,4315156,Progresso,1
2025,3,RS,Rio Grande do Sul,4315172,Protásio Alves,9
2025,3,RS,Rio Grande do Sul,4315206,Putinga,1
2025,3,RS,Rio Grande do Sul,4315305,Quaraí,37
2025,3,RS,Rio Grande do Sul,4315313,Quatro Irmãos,1
2025,3,RS,Rio Grande do Sul,4315321,Quevedos,5
2025,3,RS,Rio Grande do Sul,4315354,Quinze de Novembro,14
2025,3,RS,Rio Grande do Sul,4315404,Redentora,-11
2025,3,RS,Rio Grande do Sul,4315453,Relvado,-2
2025,3,RS,Rio Grande do Sul,4315503,Restinga Seca,54
2025,3,RS,Rio Grande do Sul,4315602,Rio Grande,188
2025,3,RS,Rio Grande do Sul,4315701,Rio Pardo,44
2025,3,RS,Rio Grande do Sul,4315552,Rio dos Índios,4
2025,3,RS,Rio Grande do Sul,4315750,Riozinho,2
2025,3,RS,Rio Grande do Sul,4315800,Roca Sales,32
2025,3,RS,Rio Grande do Sul,4315909,Rodeio Bonito,11
2025,3,RS,Rio Grande do Sul,4315958,Rolador,8
2025,3,RS,Rio Grande do Sul,4316006,Rolante,45
2025,3,RS,Rio Grande do Sul,4316105,Ronda Alta,34
2025,3,RS,Rio Grande do Sul,4316204,Rondinha,4
2025,3,RS,Rio Grande do Sul,4316303,Roque Gonzales,-1
2025,3,RS,Rio Grande do Sul,4316402,Rosário do Sul,26
2025,3,RS,Rio Grande do Sul,4316428,Sagrada Família,-1
2025,3,RS,Rio Grande do Sul,4316436,Saldanha Marinho,16
2025,3,RS,Rio Grande do Sul,4316451,Salto do Jacuí,7
2025,3,RS,Rio Grande do Sul,4316477,Salvador das Missões,-9
2025,3,RS,Rio Grande do Sul,4316501,Salvador do Sul,58
2025,3,RS,Rio Grande do Sul,4316600,Sananduva,256
2025,3,RS,Rio Grande do Sul,4317103,Sant'Ana do Livramento,-39
2025,3,RS,Rio Grande do Sul,4316709,Santa Bárbara do Sul,9
2025,3,RS,Rio Grande do Sul,4316733,Santa Cecília do Sul,-5
2025,3,RS,Rio Grande do Sul,4316758,Santa Clara do Sul,3
2025,3,RS,Rio Grande do Sul,4316808,Santa Cruz do Sul,1275
2025,3,RS,Rio Grande do Sul,4316972,Santa Margarida do Sul,23
2025,3,RS,Rio Grande do Sul,4316907,Santa Maria,360
2025,3,RS,Rio Grande do Sul,4316956,Santa Maria do Herval,2
2025,3,RS,Rio Grande do Sul,4317202,Santa Rosa,92
2025,3,RS,Rio Grande do Sul,4317251,Santa Tereza,-3
2025,3,RS,Rio Grande do Sul,4317301,Santa Vitória do Palmar,161
2025,3,RS,Rio Grande do Sul,4317004,Santana da Boa Vista,14
2025,3,RS,Rio Grande do Sul,4317400,Santiago,-24
2025,3,RS,Rio Grande do Sul,4317608,Santo Antônio da Patrulha,156
2025,3,RS,Rio Grande do Sul,4317707,Santo Antônio das Missões,-8
2025,3,RS,Rio Grande do Sul,4317558,Santo Antônio do Palma,-1
2025,3,RS,Rio Grande do Sul,4317756,Santo Antônio do Planalto,23
2025,3,RS,Rio Grande do Sul,4317806,Santo Augusto,2
2025,3,RS,Rio Grande do Sul,4317905,Santo Cristo,43
2025,3,RS,Rio Grande do Sul,4317954,Santo Expedito do Sul,1
2025,3,RS,Rio Grande do Sul,4317509,Santo Ângelo,108
2025,3,RS,Rio Grande do Sul,4319901,Sapiranga,110
2025,3,RS,Rio Grande do Sul,4320008,Sapucaia do Sul,157
2025,3,RS,Rio Grande do Sul,4320107,Sarandi,93
2025,3,RS,Rio Grande do Sul,4320206,Seberi,-3
2025,3,RS,Rio Grande do Sul,4320230,Sede Nova,4
2025,3,RS,Rio Grande do Sul,4320263,Segredo,3
2025,3,RS,Rio Grande do Sul,4320305,Selbach,6
2025,3,RS,Rio Grande do Sul,4320321,Senador Salgado Filho,1
2025,3,RS,Rio Grande do Sul,4320354,Sentinela do Sul,3
2025,3,RS,Rio Grande do Sul,4320404,Serafina Corrêa,23
2025,3,RS,Rio Grande do Sul,4320503,Sertão,1
2025,3,RS,Rio Grande do Sul,4320552,Sertão Santana,6
2025,3,RS,Rio Grande do Sul,4320578,Sete de Setembro,4
2025,3,RS,Rio Grande do Sul,4320602,Severiano de Almeida,7
2025,3,RS,Rio Grande do Sul,4320651,Silveira Martins,-1
2025,3,RS,Rio Grande do Sul,4320677,Sinimbu,17
2025,3,RS,Rio Grande do Sul,4320701,Sobradinho,-35
2025,3,RS,Rio Grande do Sul,4320800,Soledade,245
2025,3,RS,Rio Grande do Sul,4318002,São Borja,72
2025,3,RS,Rio Grande do Sul,4318051,São Domingos do Sul,1
2025,3,RS,Rio Grande do Sul,4318101,São Francisco de Assis,1
2025,3,RS,Rio Grande do Sul,4318200,São Francisco de Paula,-46
2025,3,RS,Rio Grande do Sul,4318309,São Gabriel,4
2025,3,RS,Rio Grande do Sul,4318408,São Jerônimo,31
2025,3,RS,Rio Grande do Sul,4318440,São Jorge,8
2025,3,RS,Rio Grande do Sul,4318457,São José das Missões,0
2025,3,RS,Rio Grande do Sul,4318465,São José do Herval,-6
2025,3,RS,Rio Grande do Sul,4318481,São José do Hortêncio,-3
2025,3,RS,Rio Grande do Sul,4318499,São José do Inhacorá,5
2025,3,RS,Rio Grande do Sul,4318507,São José do Norte,-142
2025,3,RS,Rio Grande do Sul,4318606,São José do Ouro,9
2025,3,RS,Rio Grande do Sul,4318614,São José do Sul,-6
2025,3,RS,Rio Grande do Sul,4318622,São José dos Ausentes,170
2025,3,RS,Rio Grande do Sul,4318424,São João da Urtiga,8
2025,3,RS,Rio Grande do Sul,4318432,São João do Polêsine,11
2025,3,RS,Rio Grande do Sul,4318705,São Leopoldo,206
2025,3,RS,Rio Grande do Sul,4318804,São Lourenço do Sul,-34
2025,3,RS,Rio Grande do Sul,4318903,São Luiz Gonzaga,19
2025,3,RS,Rio Grande do Sul,4319000,São Marcos,4
